depmap_id	cell_line_display_name	lineage_1	lineage_2	lineage_3	lineage_6	lineage_4
ACH-000732	PECAPJ41CLONED2	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-000935	MDST8	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-000961	ISHIKAWAHERAKLIO02ER	Uterus	Endometrial Carcinoma	Endometrial Carcinoma		
ACH-003132	ABMT0009	Unknown	Non-Cancerous	Immortalized Human Intervertebral Disc Cartilage Endplate-derived Stem Cells		
ACH-003133	ABMT0021	Unknown	Non-Cancerous	Immortalized Human Chondrocytes		
ACH-003136	ABMT0023	Unknown	Non-Cancerous	Immortalized Human Chondrocytes		
ACH-003134	ABMT0168	Unknown	Non-Cancerous	Immortalized Human Pancreatic Mesenchymal Stem Cells		
ACH-003135	ABMT0280	CNS/Brain	Non-Cancerous	Immortalized Astrocytes		
ACH-003138	ABMT0292	CNS/Brain	Non-Cancerous	Immortalized Endothelial Cells, Endoneurial		
ACH-003139	ABMT0457	Muscle	Non-Cancerous	Immortalized Cardiomyocytes		
ACH-003141	ABMT0557	Muscle	Non-Cancerous	immortalized Smooth Muscle Cells, Coronary artery		
ACH-003142	ABMT0558	Muscle	Non-Cancerous	Immortalized Smooth Muscle Cells, Pulmonary artery		
ACH-003143	ABMT0616	Kidney	Non-Cancerous	Immortalized Epithelial Cells, Renal		
ACH-003145	ABMT0725	Embryonal	Non-Cancerous	Immortalized Endothelial Cells, Umbilical Vein		
ACH-003148	ABMT0781	CNS/Brain	Non-Cancerous	Immortalized Neuronal Progenitor Cells		
ACH-003149	ABMT0782	Muscle	Non-Cancerous	Immortalized Skeletal Muscle Cells		
ACH-003150	ABMT0783	CNS/Brain	Non-Cancerous	Immortalized Astrocytes		
ACH-003155	ABMT0789	Liver	Non-Cancerous	Immortalized Liver Cells		
ACH-003153	ABMT0794	Lung	Non-Cancerous	Immortalized Epithelial Cells, Lung		
ACH-003154	ABMT0795	Lung	Non-Cancerous	Immortalized Epithelial Cells, Lung		
ACH-003152	ABMT0796	Lung	Non-Cancerous	Immortalized Epithelial Cells, Lung		
ACH-003156	ABMT0797	Lung	Non-Cancerous	Immortalized Epithelial Cells, Lung		
ACH-003157	ABMT0822	Lung	Non-Cancerous	Immortalized MPLC Cells		
ACH-003158	ABMT9220	Muscle	Non-Cancerous	Immortalized Smooth Muscle Cells, Intestinal		
ACH-003159	ABMT9233	Hair	Non-Cancerous	Immortalized Hair Follicle Inner Root Sheath Cells		
ACH-003160	ABMT9249	Hair	Non-Cancerous	Immortalized Hair Germinal Matrix Cells		
ACH-003161	ABMT9430	Pancreas	Non-Cancerous	Immortalized Pancreatic Stromal Cells		
ACH-000213	HUPT4	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-000004	HEL	Myeloid	Acute Myeloid Leukemia	AML, NOS	JAK2 and TP53	
ACH-000006	MONOMAC6	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	KMT2A::MLLT3, TP53, ASXL1 and U2AF1	
ACH-000614	RVH421	Skin	Melanoma	Melanoma		
ACH-000938	NALM6	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia	IGH::DUX4	
ACH-000295	EM2	Myeloid	Myeloproliferative Neoplasms	Chronic Myeloid Leukemia, BCR-ABL1+		
ACH-001453	BPH1	Prostate	Non-Cancerous	Hyperplasia, Prostate		
ACH-000202	COLO320	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-000810	SKMEL30	Skin	Melanoma	Cutaneous Melanoma		
ACH-000078	MHHNB11	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	MYC Amplified	
ACH-000023	PATU8988T	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-000099	SIMA	Peripheral Nervous System	Neuroblastoma	Neuroblastoma		
ACH-000391	MHHES1	Bone	Ewing Sarcoma	Ewing Sarcoma	EWS::FLI	
ACH-000301	LAMA84	Myeloid	Myeloproliferative Neoplasms	Chronic Myeloid Leukemia, BCR-ABL1+	BCR::ABL1	
ACH-000599	PATU8902	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-000346	JVM3	Lymphoid	Mature B-Cell Neoplasms	B-Cell Prolymphocytic Leukemia		
ACH-000717	COLO680N	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	Esophageal Squamous Cell Carcinoma		
ACH-000936	EFO27	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Mucinous Ovarian Cancer		
ACH-000350	COLO678	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-000432	BV173	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia	BCR::ABL1	
ACH-000948	2313287	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Stomach Adenocarcinoma		
ACH-000022	PATU8988S	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-000294	NB4	Myeloid	Acute Myeloid Leukemia	Acute Promyelocytic Leukemia	PML::RARA; TP53; KRAS	
ACH-000435	EFE184	Uterus	Endometrial Carcinoma	Endometrial Carcinoma		
ACH-000308	EFO21	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Serous Ovarian Cancer		
ACH-000882	IGR1	Skin	Melanoma	Melanoma		
ACH-000650	IGR37	Skin	Melanoma	Melanoma		
ACH-000550	IGR39	Skin	Melanoma	Melanoma		
ACH-000098	GAMG	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-000113	OCIAML2	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia		
ACH-000065	OCIAML5	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia		
ACH-000243	DANG	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-000915	IPC298	Skin	Melanoma	Cutaneous Melanoma		
ACH-001129	MONOMAC1	Myeloid	Acute Myeloid Leukemia	Acute Monoblastic/Monocytic Leukemia		
ACH-000603	BEN	Lung	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer		
ACH-000210	CADOES1	Bone	Ewing Sarcoma	Ewing Sarcoma	EWS::ERG	
ACH-000812	COLO783	Skin	Melanoma	Melanoma		
ACH-000118	HUPT3	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-000805	COLO679	Skin	Melanoma	Cutaneous Melanoma		
ACH-000787	LXF289	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000244	DKMG	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-000925	DV90	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000315	KARPAS422	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS		
ACH-001650	SISO	Cervix	Cervical Adenocarcinoma	Cervical Adenocarcinoma		
ACH-000233	DEL	Lymphoid	Mature T and NK Neoplasms	Anaplastic Large-Cell Lymphoma ALK Positive		
ACH-000073	GRANTA519	Lymphoid	Mature B-Cell Neoplasms	Mantle Cell Lymphoma		
ACH-001673	TFK1	Biliary Tract	Intraductal Papillary Neoplasm of the Bile Duct	Extrahepatic Cholangiocarcinoma		
ACH-000190	HDMYZ	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia		
ACH-000823	KYSE140	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	Esophageal Squamous Cell Carcinoma		
ACH-000777	KYSE30	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	Esophageal Squamous Cell Carcinoma		
ACH-000259	KELLY	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	MYC Amplified	
ACH-000784	KYSE70	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	Esophageal Squamous Cell Carcinoma		
ACH-000457	CAL54	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma		
ACH-000792	BFTC909	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma		
ACH-000338	SR786	Lymphoid	Mature T and NK Neoplasms	Anaplastic Large-Cell Lymphoma ALK Positive		
ACH-000637	KYSE520	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	Esophageal Squamous Cell Carcinoma		
ACH-000659	SCLC21H	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-000824	KYSE510	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	Esophageal Squamous Cell Carcinoma		
ACH-000855	KYSE150	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	Esophageal Squamous Cell Carcinoma		
ACH-000693	KYSE180	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	Esophageal Squamous Cell Carcinoma		
ACH-000873	KYSE270	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	Esophageal Squamous Cell Carcinoma		
ACH-000809	KYSE410	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	Esophageal Squamous Cell Carcinoma		
ACH-000332	YAPC	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-000627	LCLC103H	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma		
ACH-001494	EGI1	Biliary Tract	Intraductal Papillary Neoplasm of the Bile Duct	Extrahepatic Cholangiocarcinoma		
ACH-000198	EOL1	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	FIP1L1::PDGFRA, KMT2A-PTD, PHF6	
ACH-000865	KYSE450	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	Esophageal Squamous Cell Carcinoma		
ACH-000176	LOUNH91	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma		
ACH-001669	TANOUE	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia	BCL2/MYC	
ACH-000548	BHY	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-000027	GOS3	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-000192	MFE280	Uterus	Endometrial Carcinoma	Endometrial Carcinoma		
ACH-000879	MFE296	Uterus	Endometrial Carcinoma	Endometrial Carcinoma		
ACH-000070	697	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia	TCF3::PBX1	
ACH-000988	MFE319	Uterus	Endometrial Carcinoma	Uterine Adenosquamous Carcinoma		
ACH-000363	SKMM2	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma		
ACH-000323	42MGBA	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-000137	8MGBA	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-001715	CAL72	Bone	Osteosarcoma	Osteosarcoma		
ACH-000826	CAL12T	Lung	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer		
ACH-000516	CAL78	Bone	Chondrosarcoma	Dedifferentiated Chondrosarcoma		
ACH-000913	ESS1	Uterus	Uterine Sarcoma/Mesenchymal	Endometrial Stromal Sarcoma		
ACH-000249	CL11	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-000056	DOHH2	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS		
ACH-000833	RH30	Soft Tissue	Rhabdomyosarcoma	Alveolar Rhabdomyosarcoma		
ACH-000183	L363	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma		
ACH-000492	MUTZ5	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia	CRLF2 Ph-like, IGH::CRLF2	
ACH-000878	HCC15	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma		
ACH-000013	ONCODG1	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer		
ACH-000716	TT2609C02	Thyroid	Well-Differentiated Thyroid Cancer	Follicular Thyroid Cancer		
ACH-000105	ALLSIL	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	T-Cell Acute Lymphoblastic Leukemia	TLX1, NUP214::ABL1	
ACH-000424	TC71	Bone	Ewing Sarcoma	Ewing Sarcoma		
ACH-000983	KCL22	Myeloid	Myeloproliferative Neoplasms	Chronic Myeloid Leukemia, BCR-ABL1+	BCR::ABL1	
ACH-000895	CL34	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	MSI	
ACH-000728	KASUMI2	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia	TCF3::PBX1	
ACH-000124	OCILY19	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS		
ACH-000751	OCIM1	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia		
ACH-000326	JURLMK1	Myeloid	Myeloproliferative Neoplasms	Chronic Myeloid Leukemia, BCR-ABL1+	BCR::ABL1	
ACH-000667	HCC44	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000838	AMO1	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma		
ACH-000218	PL21	Myeloid	Acute Myeloid Leukemia	AML with Myelodysplasia-Related Changes	TP53, KRAS, ASXL1 and MYC	
ACH-000653	JJN3	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma		
ACH-000782	SEM	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia	KMT2A::AFF1	
ACH-000922	RCHACV	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia	TCF3::PBX1	
ACH-000380	KMS12BM	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma		
ACH-001106	KOPN8	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia	KMT2A::MLLT1	
ACH-000357	JEKO1	Lymphoid	Mature B-Cell Neoplasms	Mantle Cell Lymphoma		
ACH-000362	MOLM13	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	KMT2A::MLLT3; FLT3-ITD	
ACH-000369	MOLM16	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia		
ACH-001638	RCK8	Lymphoid	Mature B-Cell Neoplasms	Germinal Center B-Cell Type		
ACH-000562	HCC78	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000978	EN	Uterus	Endometrial Carcinoma	Endometrial Carcinoma		
ACH-000656	SUDHL8	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS		
ACH-000336	OCIAML3	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	NPM1c, DNMT3A, NRAS	
ACH-000388	NUDHL1	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS		
ACH-000398	RI1	Lymphoid	Mature B-Cell Neoplasms	Activated B-cell Type		
ACH-001703	VAL	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS		
ACH-000100	RH41	Soft Tissue	Rhabdomyosarcoma	Alveolar Rhabdomyosarcoma		
ACH-001450	BLUE1	Lymphoid	Mature B-Cell Neoplasms	Burkitt Lymphoma		
ACH-000645	JL1	Pleura	Pleural Mesothelioma	Pleural Mesothelioma, Epithelioid Type		
ACH-000604	KYO1	Myeloid	Myeloproliferative Neoplasms	Chronic Myeloid Leukemia, BCR-ABL1+	BCR::ABL1	
ACH-000453	MOLP2	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma		
ACH-000450	MELHO	Skin	Melanoma	Melanoma		
ACH-001356	MB1	Thyroid	Anaplastic Thyroid Cancer	Anaplastic Thyroid Cancer		
ACH-001344	GIMEN	Peripheral Nervous System	Neuroblastoma	Neuroblastoma		
ACH-001698	UPCISCC116	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-001696	UPCISCC111	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-001548	LS	Peripheral Nervous System	Neuroblastoma	Neuroblastoma		
ACH-001693	UPCISCC072	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-001368	OACM51	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Esophageal Adenocarcinoma		
ACH-001616	OCILY18	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS		
ACH-001375	PACADD119	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-001377	PACADD137	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-000881	MELJUSO	Skin	Melanoma	Cutaneous Melanoma		
ACH-001353	JOPACA1	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-001379	PACADD161	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-001707	WAOSEL	Lymphoid	Mature B-Cell Neoplasms	Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma		
ACH-001677	U2904	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS		
ACH-001574	MOLM14	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia		
ACH-000815	KMH2	Lymphoid	Hodgkin Lymphoma	Hodgkin Lymphoma		
ACH-000084	MUTZ3	Myeloid	Acute Myeloid Leukemia	AML with Myelodysplasia-Related Changes	ETV6::AL133456.1 (ETV6::MN1), SF3B1, KRAS and GATA2	
ACH-000156	MHHCALL4	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia	CRLF2 Ph-like, IGH::CRLF2	
ACH-000032	MHHCALL3	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia	TCF3::PBX1	
ACH-000515	HCC33	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-000821	EJM	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma		
ACH-000687	CI1	Lymphoid	Non-Hodgkin Lymphoma	Mature B-Cell Neoplasms		
ACH-001209	TOM1	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia	BCR::ABL1	
ACH-000122	SUPT11	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	T-Cell Acute Lymphoblastic Leukemia	TAL1, TP53	
ACH-001708	WSUFSCCL	Lymphoid	Mature B-Cell Neoplasms	Follicular Lymphoma		
ACH-001686	ULA	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS		
ACH-001492	DOGKIT	Lymphoid	Mature B-Cell Neoplasms	Burkitt Lymphoma		
ACH-001678	U2940	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS		
ACH-002678	WILL1	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS		
ACH-001700	UPCISCC172	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oropharynx Squamous Cell Carcinoma		
ACH-001697	UPCISCC114	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-001695	UPCISCC099	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-001227	UPCISCC090	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-001366	NGP	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	MYC Amplified	
ACH-002643	GRANTA452	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia	BCL2/MYC	
ACH-002644	MEGAL	Myeloid	Acute Myeloid Leukemia	AML, NOS	SET::NUP214, TP53 and KRAS	
ACH-002676	TK6	Myeloid	Myeloproliferative Neoplasms	Chronic Myeloid Leukemia, BCR-ABL1+	BCR::ABL1, TCR::MYB, TCR::NIPBL	
ACH-001502	GCT27	Testis	Non-Seminomatous Germ Cell Tumor	Teratoma		
ACH-001447	BJAB	Lymphoid	Mature B-Cell Neoplasms	Burkitt Lymphoma		
ACH-001520	HG3	Lymphoid	Non-Cancerous	Transformed cell line, B lymphoblast		
ACH-001484	CI	Lymphoid	Mature B-Cell Neoplasms	Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma		
ACH-001485	CII	Lymphoid	Non-Cancerous	Transformed cell line, B lymphoblast		
ACH-002654	JVE015	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-002677	U2946	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS		
ACH-002681	538MGBA	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-002648	CX03	Uterus	Endometrial Carcinoma	Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor		
ACH-002660	JVE187	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-002662	JVE207	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-002667	JVE528	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-002665	JVE367	Bowel	Gastrointestinal Neuroendocrine Tumors	High-Grade Neuroendocrine Carcinoma of the Colon and Rectum		
ACH-000376	SF295	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-001547	LO68	Pleura	Pleural Mesothelioma	Pleural Mesothelioma, Epithelioid Type		
ACH-001977	NO36	Pleura	Pleural Mesothelioma	Pleural Mesothelioma, Epithelioid Type		
ACH-001992	ONE58	Pleura	Pleural Mesothelioma	Pleural Mesothelioma, Epithelioid Type		
ACH-001550	MCC13	Skin	Merkel Cell Carcinoma	Merkel Cell Carcinoma		
ACH-001551	MCC142	Skin	Merkel Cell Carcinoma	Merkel Cell Carcinoma		
ACH-001552	MCC26	Skin	Merkel Cell Carcinoma	Merkel Cell Carcinoma		
ACH-001563	MM127	Skin	Melanoma	Melanoma		
ACH-001970	MM253	Skin	Melanoma	Melanoma		
ACH-001566	MM370	Skin	Melanoma	Melanoma		
ACH-001568	MM386	Skin	Melanoma	Melanoma		
ACH-001567	MM383	Skin	Melanoma	Melanoma		
ACH-001569	MM415	Skin	Melanoma	Melanoma		
ACH-001570	MM426	Skin	Melanoma	Melanoma		
ACH-001971	MM466	Skin	Melanoma	Melanoma		
ACH-001972	MM473	Skin	Melanoma	Melanoma		
ACH-001973	MM485	Skin	Melanoma	Melanoma		
ACH-001974	MM537	Skin	Melanoma	Melanoma		
ACH-001975	MM576	Skin	Melanoma	Melanoma		
ACH-001976	MM603	Skin	Melanoma	Melanoma		
ACH-000360	NCIH508	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-001401	SW13	Adrenal Gland	Adrenocortical Carcinoma	Adrenocortical Carcinoma		
ACH-000054	HT1080	Soft Tissue	Fibrosarcoma	Fibrosarcoma		
ACH-000207	DETROIT562	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oropharynx Squamous Cell Carcinoma		
ACH-000681	A549	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000786	DAUDI	Lymphoid	Mature B-Cell Neoplasms	Burkitt Lymphoma		
ACH-001061	DLD1	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-000997	HCT15	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	MSI	
ACH-000651	SW620	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-000842	SW480	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-000950	LOVO	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	MSI	
ACH-000958	SW48	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	MSI	
ACH-000470	SW1463	Bowel	Colorectal Adenocarcinoma	Rectal Adenocarcinoma		
ACH-000421	SW837	Bowel	Colorectal Adenocarcinoma	Rectal Adenocarcinoma		
ACH-000680	SW948	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-000002	HL60	Myeloid	Acute Myeloid Leukemia	AML with Myelodysplasia-Related Changes	NRAS, BCOR and CDKN2A	
ACH-000551	K562	Myeloid	Myeloproliferative Neoplasms	Chronic Myeloid Leukemia, BCR-ABL1+		
ACH-000386	KG1	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia		
ACH-000971	HCT116	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	MSI	
ACH-000381	T84	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-000967	SNUC2A	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	MSI	
ACH-000403	NCIH747	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-000501	LS123	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-000785	NCIH2126	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-001385	RPMI2650	Head and Neck	Head and Neck Carcinoma, Other	NUT Midline Carcinoma of the Head and Neck		
ACH-003284	WI38	Fibroblast	Non-Cancerous	Fibroblast		
ACH-000169	RD	Soft Tissue	Rhabdomyosarcoma	Embryonal Rhabdomyosarcoma		
ACH-000489	SW1116	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-000151	JM1	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia		
ACH-000957	LS180	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	MSI	
ACH-000329	CCFSTTG1	CNS/Brain	Diffuse Glioma	Astrocytoma		
ACH-000414	NCIH1944	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000359	MG63	Bone	Osteosarcoma	Osteosarcoma		
ACH-001402	SW756	Cervix	Cervical Squamous Cell Carcinoma	Cervical Squamous Cell Carcinoma		
ACH-000788	A2058	Skin	Melanoma	Melanoma		
ACH-000885	TOV21G	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Clear Cell Ovarian Cancer		
ACH-000048	TOV112D	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Endometrioid Ovarian Cancer		
ACH-000291	OV90	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Serous Ovarian Cancer		
ACH-000601	MIAPACA2	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-000082	G292CLONEA141B1	Bone	Osteosarcoma	Osteosarcoma		
ACH-000572	G361	Skin	Melanoma	Melanoma		
ACH-000090	PC3	Prostate	Prostate Adenocarcinoma	Prostate Adenocarcinoma		
ACH-000375	G402	Kidney	Rhabdoid Cancer	Rhabdoid Cancer		
ACH-000096	G401	Kidney	Rhabdoid Cancer	Rhabdoid Cancer		
ACH-000164	PANC1	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-000724	HT1376	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma		
ACH-000547	HT1197	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma		
ACH-000613	HOS	Bone	Osteosarcoma	Osteosarcoma		
ACH-001336	CASKI	Cervix	Cervical Squamous Cell Carcinoma	Cervical Squamous Cell Carcinoma		
ACH-000964	MOLT3	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	T-Cell Acute Lymphoblastic Leukemia	TAL1, TAL1 prom	
